name,copies,lists,status,oracle_first_80
"Rise and Shine",44,44,partial,"Target noncreature artifact you control becomes a 0/0 artifact creature. Put fou"
"Thalia, Guardian of Thraben",44,44,partial,"First strike Noncreature spells cost {1} more to cast."
"Invasion of Gobakhan // Lightshield Array",44,44,partial,"(As a Siege enters, choose an opponent to protect it. You and others can attack "
"Hunter's Insight",43,43,partial,"Choose target creature you control. Whenever that creature deals combat damage t"
"The Immortal Sun",43,43,partial,"Players can't activate planeswalkers' loyalty abilities. At the beginning of you"
"Mirror Box",43,43,partial,"The ""legend rule"" doesn't apply to permanents you control. Each legendary creatu"
"Koma, World-Eater",43,43,partial,"This spell can't be countered. Trample, ward {4} Whenever Koma deals combat dama"
"Nissa, Ascended Animist",43,43,partial,"Compleated ({G/P} can be paid with {G} or 2 life. For each {G/P} paid with life,"
"Massacre Girl",43,43,partial,"Menace When Massacre Girl enters, each other creature gets -1/-1 until end of tu"
"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger",43,43,partial,"When Ajani enters, create a 2/1 white Cat Warrior creature token. Whenever one o"
"Aang, Swift Savior // Aang and La, Ocean's Fury",43,43,partial,"Flash Flying When Aang enters, airbend up to one other target creature or spell."
"Xorn",43,43,partial,"If you would create one or more Treasure tokens, instead create those tokens plu"
"Karn, Scion of Urza",43,43,partial,"+1: Reveal the top two cards of your library. An opponent chooses one of them. P"
"Fragment Reality",43,43,partial,"Exile target nontoken artifact, creature, or enchantment an opponent controls. I"
"Combat Celebrant",42,42,partial,"If this creature hasn't been exerted this turn, you may exert it as it attacks. "
"Phial of Galadriel",42,42,partial,"If you would draw a card while you have no cards in hand, draw two cards instead"
"Scroll Rack",42,42,partial,"{1}, {T}: Exile any number of cards from your hand face down. Put that many card"
"The Unagi of Kyoshi Island",42,42,partial,"Flash Ward—Waterbend {4}. (Whenever this creature becomes the target of a spell "
"Cover of Darkness",42,42,partial,"As this enchantment enters, choose a creature type. Creatures of the chosen type"
"Massacre Girl, Known Killer",42,42,partial,"Menace Creatures you control have wither. (They deal damage to creatures in the "
"Summon: Yojimbo",42,42,partial,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice aft"
"Void Winnower",42,42,partial,"Your opponents can't cast spells with even mana values. (Zero is even.) Your opp"
"Fallen Shinobi",42,42,partial,"Ninjutsu {2}{U}{B} ({2}{U}{B}, Return an unblocked attacker you control to hand:"
"Crystal Barricade",42,42,partial,"Defender (This creature can't attack.) You have hexproof. (You can't be the targ"
"Andúril, Flame of the West",42,42,partial,"Equipped creature gets +3/+1. Whenever equipped creature attacks, create two tap"
"Nyx Lotus",42,42,partial,"Nyx Lotus enters tapped. {T}: Choose a color. Add an amount of mana of that colo"
"Crackle with Power",41,41,partial,"Crackle with Power deals five times X damage to each of up to X targets."
"Simic Ascendancy",41,41,partial,"{1}{G}{U}: Put a +1/+1 counter on target creature you control. Whenever one or m"
"Zack Fair",41,41,partial,"Zack Fair enters with a +1/+1 counter on it. {1}, Sacrifice Zack Fair: Target cr"
"The Reaver Cleaver",41,41,partial,"Equipped creature gets +1/+1 and has trample and ""Whenever this creature deals c"
"Heliod's Intervention",41,41,partial,"Choose one — • Destroy X target artifacts and/or enchantments. • Target player g"
"Spellskite",41,41,partial,"{U/P}: Change a target of target spell or ability to this creature. ({U/P} can b"
"Teferi's Time Twist",41,41,partial,"Exile target permanent you control. Return that card to the battlefield under it"
"Aven Interrupter",41,41,partial,"Flash Flying When this creature enters, exile target spell. It becomes plotted. "
"Generous Plunderer",41,41,partial,"Menace At the beginning of your upkeep, you may create a Treasure token. When yo"
"Ultron, Artificial Malevolence",41,41,partial,"Whenever another nontoken artifact you control enters, you may pay {2}. If you d"
"The Legend of Yangchen // Avatar Yangchen",41,41,partial,"(As this Saga enters and after your draw step, add a lore counter.) I — Starting"
"The Ten Rings",41,41,partial,"Your maximum hand size is ten. At the beginning of your end step, if you have fe"
"Defiler of Vigor",41,41,partial,"Trample As an additional cost to cast green permanent spells, you may pay 2 life"
"Shove Aside",41,41,partial,"If you aren't the starting player, you may cast Shove Aside as though it had fla"
"The Last Agni Kai",40,40,partial,"Target creature you control fights target creature an opponent controls. If the "
"Gogo, Mysterious Mime",40,40,partial,"At the beginning of combat on your turn, you may have Gogo become a copy of anot"
"Grist, the Hunger Tide",40,40,partial,"As long as Grist isn't on the battlefield, it's a 1/1 Insect creature in additio"
"Wave Goodbye",40,40,partial,"Return each creature without a +1/+1 counter on it to its owner's hand."
"Blade of Selves",40,40,partial,"Equipped creature has myriad. (Whenever it attacks, for each opponent other than"
"Quietus Spike",40,40,partial,"Equipped creature has deathtouch. Whenever equipped creature deals combat damage"
"Dazzling Theater // Prop Room",40,40,partial,"Creature spells you cast have convoke. (Your creatures can help cast those spell"
"Hallowed Haunting",40,40,partial,"As long as you control seven or more enchantments, creatures you control have fl"
"Kozilek, the Broken Reality",40,40,partial,"When you cast this spell, up to two target players each manifest two cards from "
"Claim Jumper",40,40,partial,"Vigilance When this creature enters, if an opponent controls more lands than you"
"The Battle of Bywater",40,40,partial,"Destroy all creatures with power 3 or greater. Then create a Food token for each"
"Gingerbrute",40,40,partial,"Haste (This creature can attack and {T} as soon as it comes under your control.)"
"Archon of Cruelty",40,40,partial,"Flying Whenever this creature enters or attacks, target opponent sacrifices a cr"
"It That Heralds the End",40,40,partial,"Colorless spells you cast with mana value 7 or greater cost {1} less to cast. Ot"
"Guide of Souls",40,40,partial,"Whenever another creature you control enters, you gain 1 life and get {E} (an en"
"God-Pharaoh's Statue",40,40,partial,"Spells your opponents cast cost {2} more to cast. At the beginning of your end s"
"Extinguisher Battleship",40,40,partial,"When this Spacecraft enters, destroy target noncreature permanent. Then this Spa"
"Utter Insignificance",40,40,partial,"Flash Enchant creature Enchanted creature loses all abilities and has base power"
"The Celestus",40,40,partial,"If it's neither day nor night, it becomes day as The Celestus enters. {T}: Add o"
"Irma, Part-Time Mutant",39,39,partial,"At the beginning of combat on your turn, Irma becomes a copy of up to one other "
"Torbran, Thane of Red Fell",39,39,partial,"If a red source you control would deal damage to an opponent or a permanent an o"
"Fiery Confluence",39,39,partial,"Choose three. You may choose the same mode more than once. • Fiery Confluence de"
"Grenzo, Havoc Raiser",39,39,partial,"Whenever a creature you control deals combat damage to a player, choose one — • "
"Tifa Lockhart",39,39,partial,"Trample Landfall — Whenever a land you control enters, double Tifa Lockhart's po"
"Bilbo's Gambit",39,39,partial,"Gift a Treasure (You may promise an opponent a gift as you cast this spell. If y"
"Bubbling Muck",39,39,partial,"Until end of turn, whenever a player taps a Swamp for mana, that player adds an "
"Summon: Primal Odin",39,39,partial,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice aft"
"Divine Visitation",39,39,partial,"If one or more creature tokens would be created under your control, that many 4/"
"Ioreth of the Healing House",39,39,partial,"{T}: Untap another target permanent. {T}: Untap two other target legendary creat"
"Full Throttle",38,38,partial,"After this main phase, there are two additional combat phases. At the beginning "
"Goblin Welder",38,38,partial,"{T}: Choose target artifact a player controls and target artifact card in that p"
"Sneak Attack",38,38,partial,"{R}: You may put a creature card from your hand onto the battlefield. That creat"
"Varragoth, Bloodsky Sire",38,38,partial,"Deathtouch Boast — {1}{B}: Target player searches their library for a card, then"
"Tergrid, God of Fright // Tergrid's Lantern",38,38,partial,"Menace Whenever an opponent sacrifices a nontoken permanent or discards a perman"
"Champions of the Perfect",38,38,partial,"As an additional cost to cast this spell, behold an Elf and exile it. (Exile an "
"Doppelgang",38,38,partial,"For each of X target permanents, create X tokens that are copies of that permane"
"Maddening Hex",38,38,partial,"Enchant player Whenever enchanted player casts a noncreature spell, roll a d6. T"
"Spider-Sense",38,38,partial,"Web-slinging {U} (You may cast this spell for {U} if you also return a tapped cr"
"Mari, the Killing Quill",38,38,partial,"Whenever a creature an opponent controls dies, exile it with a hit counter on it"
"Fanatic of Mogis",38,38,partial,"When this creature enters, it deals damage to each opponent equal to your devoti"
"Journey to Nowhere",38,38,partial,"When this enchantment enters, exile target creature. When this enchantment leave"
"Gix's Command",37,37,partial,"Choose two — • Put two +1/+1 counters on up to one creature. It gains lifelink u"
"Qarsi Revenant",37,37,partial,"Flying, deathtouch, lifelink Renew — {2}{B}, Exile this card from your graveyard"
"Hidden Strings",37,37,partial,"You may tap or untap target permanent, then you may tap or untap another target "
"Unleash Fury",37,37,partial,"Double the power of target creature until end of turn."
"Sting, the Glinting Dagger",37,37,partial,"Equipped creature gets +1/+1 and has haste. At the beginning of each combat, unt"
"Scourge of the Throne",37,37,partial,"Flying Dethrone (Whenever this creature attacks the player with the most life or"
"Rest in Peace",37,37,partial,"When this enchantment enters, exile all graveyards. If a card or token would be "
"Expel the Interlopers",37,37,partial,"Choose a number between 0 and 10. Destroy all creatures with power greater than "
"Resourceful Defense",37,37,partial,"Whenever a permanent you control leaves the battlefield, if it had counters on i"
"Mikaeus, the Unhallowed",37,37,partial,"Intimidate (This creature can't be blocked except by artifact creatures and/or c"
"Razorkin Needlehead",37,37,partial,"This creature has first strike during your turn. Whenever an opponent draws a ca"
